crop_code,Main_use_aggregated,Detailed_use_aggregated,Used_part_aggregated
4667,material,timber wood,bark
46753,"animal food (feed), environmental, food & beverage, fuels, material, medicinal","agroforestry, charcoal, digestive system applications, dye/tannin, fuelwood, gums/resins, living fence, manure/fertilizer, minerals, mulch, muscular/skeletal applications, nitrogen fixation, protein, respiratory applications, sensory applications, shade & shelter, timber wood, vitamins","bark, entire plant, fruits, leaves, roots, seeds, stems"
4676,"environmental, medicinal, poison","mammals, ornamental/turf, sensory applications, skin applications","entire plant, leaves"
468,"food & beverage, medicinal","blood system applications, digestive system applications, endocrine system applications, protein, vitamins","bark, roots"
4693,animal food (feed),"minerals, vitamins",entire plant
4698,"animal food (feed), environmental, material","cover crop, erosion control, honey, minerals, nitrogen fixation, vitamins","entire plant, flowers, roots"
4700,"food additive, medicinal","blood system applications, condiment/seasoning, digestive system applications, muscular/skeletal applications, respiratory applications, skin applications",bark
4704,"animal food (feed), environmental, food & beverage, medicinal, non-vertebrate food, poison","birds, blood system applications, digestive system applications, immune system applications, living fence, mammals, minerals, muscular/skeletal applications, ornamental/turf, protein, respiratory applications, sensory applications, vitamins","entire plant, leaves"
47120,"animal food (feed), environmental, fuels, material, medicinal","charcoal, digestive system applications, dye/tannin, fuelwood, honey, manure/fertilizer, minerals, mulch, sensory applications, skin applications, vitamins","bark, flowers, leaves, roots, stems"
47139,"animal food (feed), environmental, food & beverage, fuels, material, medicinal","charcoal, fuelwood, manure/fertilizer, minerals, sensory applications, timber wood, vitamins","bark, exudates, fruits, leaves, Unspecified"
4730,"material, medicinal","gums/resins, Unspecified",Unspecified
4744,"environmental, food & beverage, material","agroforestry, lipids/oil & fats, minerals, protein, vitamins","entire plant, fruits, seeds"
4755,"environmental, food & beverage, material, medicinal","agroforestry, digestive system applications, lipids/oil & fats, minerals, nervous system applications, protein, sensory applications, vitamins","entire plant, fruits, seeds"
4759,"environmental, material, medicinal, poison","digestive system applications, dye/tannin, gums/resins, immune system applications, mammals, ornamental/turf, sensory applications, skin applications, waxes","bark, entire plant, flowers, seeds"
4768,food & beverage,"minerals, vitamins",roots
4772,food & beverage,"minerals, vitamins","leaves, roots"
4779,"animal food (feed), environmental, food & beverage, fuels, material, medicinal","agroforestry, charcoal, digestive system applications, fibres, fuelwood, gums/resins, manure/fertilizer, minerals, nitrogen fixation, revegetation, sensory applications, shade & shelter, timber wood, vitamins","bark, entire plant, fruits, leaves, roots, stems"
478,"animal food (feed), environmental, material","erosion control, honey, minerals, vitamins","entire plant, fruits"
4780,"animal food (feed), medicinal","digestive system applications, genitourinary system applications, minerals, sensory applications, vitamins","bark, leaves, roots"
4782,"environmental, fuels, material, medicinal","agroforestry, charcoal, fibres, fuelwood, Unspecified","bark, entire plant, Unspecified"
4804,"animal food (feed), environmental, food & beverage, food additive, medicinal","condiment/seasoning, dental applications, living fence, minerals, vitamins","entire plant, fruits, leaves, roots, stems"
481,"animal food (feed), food & beverage, fuels, material, medicinal","cosmetics & perfumery, digestive system applications, minerals, muscular/skeletal applications, nervous system applications, non-wood fuel, protein, skin applications, starch","bark, leaves, seeds"
4815,"medicinal, poison","mammals, muscular/skeletal applications, nervous system applications, sensory applications","entire plant, leaves"
4816,"fuels, material, medicinal","dye/tannin, fuelwood, timber wood, Unspecified","bark, leaves, stems"
4817,"animal food (feed), environmental, fuels, material, poison","charcoal, fish, fuelwood, minerals, shade & shelter, timber wood, vitamins","bark, entire plant, leaves"
482,"environmental, food & beverage, food additive, fuels, material, medicinal","agroforestry, condiment/seasoning, dye/tannin, fuelwood, minerals, Unspecified, vitamins","bark, entire plant, flowers, fruits, leaves"
4824,"environmental, material, medicinal, poison","blood system applications, cosmetics & perfumery, digestive system applications, immune system applications, mammals, nervous system applications, ornamental/turf","entire plant, flowers, leaves, roots"
4825,medicinal,"digestive system applications, endocrine system applications",leaves
483,"food & beverage, material, medicinal","blood system applications, digestive system applications, genitourinary system applications, immune system applications, minerals, nervous system applications, sensory applications, skin applications, timber wood, vitamins","bark, flowers, fruits, leaves, seeds"
4837,"fuels, material","petroleum substitutes/alcohol, timber wood","bark, exudates"
4849,material,fibres,bark
485,"animal food (feed), environmental","erosion control, minerals, ornamental/turf, vitamins",entire plant
4854,"animal food (feed), food & beverage, fuels, material, poison","dye/tannin, fuelwood, insects, minerals, protein, vitamins","bark, entire plant, leaves, seeds"
4855,"animal food (feed), environmental, food & beverage, fuels, material, medicinal","fuelwood, honey, minerals, mulch, muscular/skeletal applications, ornamental/turf, shade & shelter, timber wood, vitamins","bark, entire plant, flowers, fruits, leaves, stems"
4873,"environmental, food & beverage","minerals, ornamental/turf, vitamins","entire plant, fruits"
48742,"animal food (feed), food & beverage, food additive, fuels","alcohol, minerals, petroleum substitutes/alcohol, starch, sugar, sweetener","leaves, roots"
48747,"animal food (feed), food & beverage, fuels, medicinal","alcohol, blood system applications, digestive system applications, minerals, non-wood fuel, petroleum substitutes/alcohol, starch","bark, flowers, leaves, seeds"
4880,"food & beverage, material, medicinal","blood system applications, dye/tannin, immune system applications, lipids/oil & fats, minerals, nutritional applications, timber wood, vitamins","bark, fruits, leaves, seeds, stems"
4884,"animal food (feed), environmental, material","erosion control, honey, minerals, pioneer, revegetation, vitamins","entire plant, flowers, leaves"
4893,food & beverage,"minerals, protein, vitamins",seeds
4899,food & beverage,"minerals, protein, vitamins",seeds
4912,material,timber wood,bark
4913,material,timber wood,bark
4914,material,timber wood,bark
4916,"food & beverage, fuels, material","charcoal, lipids, minerals, protein, timber wood","bark, seeds"
49167,"animal food (feed), environmental","erosion control, minerals, vitamins",entire plant
49181,"animal food (feed), environmental, food & beverage, fuels, material, medicinal","dye/tannin, fuelwood, lipids, lipids/oil & fats, metabolic system applications, minerals, ornamental/turf, protein, respiratory applications, sensory applications, timber wood, vitamins","bark, entire plant, fruits, leaves"
49188,medicinal,"blood system applications, digestive system applications, genitourinary system applications, nervous system applications, respiratory applications, skin applications","flowers, leaves"
49189,"food additive, medicinal","condiment/seasoning, digestive system applications, nervous system applications, respiratory applications",entire plant
49210,medicinal,"blood system applications, respiratory applications",flowers
49211,"environmental, food & beverage, material, medicinal","digestive system applications, essential oils, ornamental/turf, respiratory applications, skin applications, vitamins","entire plant, flowers, fruits, leaves"
49212,"food additive, material, medicinal","condiment/seasoning, dye/tannin, muscular/skeletal applications, respiratory applications, skin applications",leaves
4922,"animal food (feed), fuels, material","lipids/oil & fats, minerals, petroleum substitutes/alcohol, vitamins","entire plant, seeds"
4923,environmental,ornamental/turf,entire plant
4926,"food & beverage, medicinal","minerals, nutritional applications, vitamins","bark, leaves"
493,"environmental, food & beverage, material","agroforestry, canes, erosion control, fibres, minerals, shade & shelter, vitamins","bark, bulbs, entire plant"
4935,"environmental, food & beverage, material","dye/tannin, living fence, ornamental/turf, shade & shelter, timber wood, vitamins","bark, entire plant, flowers, fruits, stems"
4959,"food & beverage, material, medicinal","blood system applications, cosmetics & perfumery, digestive system applications, minerals, nervous system applications, vitamins",leaves
4962,"food additive, material, medicinal","colorant, condiment/seasoning, digestive system applications, dye/tannin, muscular/skeletal applications, nervous system applications",flowers
4967,"animal food (feed), environmental, material","erosion control, gums/resins, minerals, vitamins","entire plant, Unspecified"
4975,"animal food (feed), environmental","erosion control, minerals, vitamins",entire plant
4982,"environmental, material, poison","erosion control, fibres, mammals, manure/fertilizer, ornamental/turf","entire plant, leaves"
4992,material,timber wood,entire plant
4996,"environmental, material","ornamental/turf, shade & shelter, timber wood","bark, entire plant"
49976,"medicinal, poison","digestive system applications, mammals, skin applications","leaves, roots"
